AAD_AUSDRUCKDETAIL;BIL.AAD_AUSDRUCKDETAIL
APZ_ERSTELLUSER;APZ_ERSTELLUSER
APZ_LETZTERUSER;APZ_LETZTERUSER
AQB_APG_FIRMENNR (PK);AQB_APG_FIRMENNR
AQB_APG_PRODUKTGRPNR (PK);AQB_APG_PRODUKTGRPNR
AQB_ARA_KLASSIFIZIERUNG (PK);AQB_ARA_KLASSIFIZIERUNG
AQB_GUELTIG_AB (PK);AQB_GUELTIG_AB
AQB_VERPACKTYP (PK);AQB_VERPACKTYP
AQB_ANTEIL_HVP;AQB_ANTEIL_HVP
AQB_AENDERUNGSDATUM;AQB_AENDERUNGSDATUM
AQB_ERSTELLDATUM;AQB_ERSTELLDATUM
AQB_ERSTELLUSER;AQB_ERSTELLUSER
AQB_LETZTERUSER;AQB_LETZTERUSER
ARB_FIRMENNR (PK);ARB_FIRMENNR
ARB_ARTIKELNR (PK);ARB_ARTIKELNR
ARB_BEREICH (PK);ARB_BEREICH
ARB_BESCHR_FIRMENNR;ARB_BESCHR_FIRMENNR
ARB_BESCHR_WWSTEXTBNR;ARB_BESCHR_WWSTEXTBNR
ARB_KURZBESCHR_FIRMENNR;ARB_KURZBESCHR_FIRMENNR
ARB_KURZBESCHR_WWSTEXTBNR;ARB_KURZBESCHR_WWSTEXTBNR
ARB_VORG_FRB_FIRMENNR;ARB_VORG_FRB_FIRMENNR
ARB_VORG_FARBENNR;ARB_VORG_FARBENNR
ARB_VORG_GRO_FIRMENNR;ARB_VORG_GRO_FIRMENNR
ARB_VORG_GROESSENKBEZ;ARB_VORG_GROESSENKBEZ
ARB_IST_GESPERRT;ARB_IST_GESPERRT
ARB_AENDERUNGSDATUM;ARB_AENDERUNGSDATUM
ARB_ERSTELLDATUM;ARB_ERSTELLDATUM
ARB_ERSTELLUSER;ARB_ERSTELLUSER
ARB_LETZTERUSER;ARB_LETZTERUSER
ARB_FARBE_ZWINGEND;ARB_FARBE_ZWINGEND
ARB_GROESSE_ZWINGEND;ARB_GROESSE_ZWINGEND
ARK_FIRMENNR (PK);ARK_FIRMENNR
ARK_ARTIKELKLASSE (PK);ARK_ARTIKELKLASSE
ARK_KLASSENBEZ;ARK_KLASSENBEZ
ARK_AENDERUNGSDATUM;ARK_AENDERUNGSDATUM
ARK_ERSTELLDATUM;ARK_ERSTELLDATUM
ARK_ERSTELLUSER;ARK_ERSTELLUSER
ARK_LETZTERUSER;ARK_LETZTERUSER
ARK_DL_LEITSTAND;ARK_DL_LEITSTAND
ARK_STKL_REF_MENGE;ARK_STKL_REF_MENGE
ARK_IST_VERPACKUNG;ARK_IST_VERPACKUNG
ARK_ERSATZTEIL;ARK_ERSATZTEIL
ARK_IST_ZUSATZSTOFF;ARK_IST_ZUSATZSTOFF
ARK_ZUSATZSTOFF;ARK_ZUSATZSTOFF
ARK_STKL_MHDCHECK_DATE_RM;ARK_STKL_MHDCHECK_DATE_RM
ARL_FIRMENNR (PK);ARL_FIRMENNR
ARL_ARTIKELNR (PK);ARL_ARTIKELNR
ARL_SACHMERKMAL09;ARL_SACHMERKMAL09
ARL_CHARGENINTERVALLMENGE;ARL_CHARGENINTERVALLMENGE
ARL_KOSTENART;ARL_KOSTENART
ARL_ISTAUTORISIERT;ARL_ISTAUTORISIERT
ARL_RECHNUNGSGRUPPE;ARL_RECHNUNGSGRUPPE
ARL_MIT_AUSDRUCK_GRUPPE;ARL_MIT_AUSDRUCK_GRUPPE
ARL_ISTANZAHLUNGSARTIKEL;ARL_ISTANZAHLUNGSARTIKEL
ARL_DESSINNR;ARL_DESSINNR
ARL_FREIFELDNK1;ARL_FREIFELDNK1
ARL_FREIFELDNK2;ARL_FREIFELDNK2
ARL_LETZTERUSER;ARL_LETZTERUSER
ARL_AENDERUNGSDATUM;ARL_AENDERUNGSDATUM
ARL_ERSTELLUSER;ARL_ERSTELLUSER
ARL_ERSTELLDATUM;ARL_ERSTELLDATUM
ARL_ARTIKELKURZBEZ;ARL_ARTIKELKURZBEZ
ARL_KLEINSTE_EINHEIT;ARL_KLEINSTE_EINHEIT
ARL_FARBENKZ;ARL_FARBENKZ
ARL_GROESSENKZ;ARL_GROESSENKZ
ARL_GRUNDPREISEINHEITKBEZ;ARL_GRUNDPREISEINHEITKBEZ
ARL_EINKAUFSEINHEITKBEZ;ARL_EINKAUFSEINHEITKBEZ
ARL_VERKAUFSEINHEITKBEZ;ARL_VERKAUFSEINHEITKBEZ
ARL_VERKPREISEINHEITKBEZ;ARL_VERKPREISEINHEITKBEZ
ARL_VERPACKUNGSGEWICHT;ARL_VERPACKUNGSGEWICHT
ARL_KURZBESCHR_WWSTEXTBNR;ARL_KURZBESCHR_WWSTEXTBNR
ARL_BESCHR_WWSTEXTBNR;ARL_BESCHR_WWSTEXTBNR
ARL_ARTIKEL_AUSDRUCK;ARL_ARTIKEL_AUSDRUCK
ARL_AUF_AB_DRUCKEN;ARL_AUF_AB_DRUCKEN
ARL_AUF_LFS_DRUCKEN;ARL_AUF_LFS_DRUCKEN
ARL_AUF_RG_DRUCKEN;ARL_AUF_RG_DRUCKEN
ARL_MIN_PRODMENGE;ARL_MIN_PRODMENGE
ARL_VERPACKUNGSMENGE;ARL_VERPACKUNGSMENGE
ARL_MHD_BERECHNUNGSART;ARL_MHD_BERECHNUNGSART
ARL_SPEZIFIKATIONSDATUM;ARL_SPEZIFIKATIONSDATUM
ARL_ETIKETT_KLASSE;ARL_ETIKETT_KLASSE
ARL_ETIKETT_MODUS;ARL_ETIKETT_MODUS
ARL_IST_KOMBI;ARL_IST_KOMBI
ARL_IST_KOMBI_STKL;ARL_IST_KOMBI_STKL
ARL_MINDESTPOTENTIAL;ARL_MINDESTPOTENTIAL
ARL_KOMBI_ARTIKELNR;ARL_KOMBI_ARTIKELNR
ARL_ARTIKELKLASSE;ARL_ARTIKELKLASSE
ARL_SACHMERKMAL01;ARL_SACHMERKMAL01
ARL_SACHMERKMAL02;ARL_SACHMERKMAL02
ARL_SACHMERKMAL03;ARL_SACHMERKMAL03
ARL_SACHMERKMAL04;ARL_SACHMERKMAL04
ARL_SACHMERKMAL05;ARL_SACHMERKMAL05
ARL_SACHMERKMAL06;ARL_SACHMERKMAL06
ARL_SACHMERKMAL07;ARL_SACHMERKMAL07
ARL_SACHMERKMAL08;ARL_SACHMERKMAL08
ARL_SACHMERKMAL10;ARL_SACHMERKMAL10
ARL_SACHMERKMAL11;ARL_SACHMERKMAL11
ARL_SACHMERKMAL12;ARL_SACHMERKMAL12
ARL_SACHMERKMAL13;ARL_SACHMERKMAL13
ARL_SACHMERKMAL14;ARL_SACHMERKMAL14
ARL_SACHMERKMAL15;ARL_SACHMERKMAL15
ARL_SACHMERKMAL16;ARL_SACHMERKMAL16
ARL_SACHMERKMAL17;ARL_SACHMERKMAL17
ARL_SACHMERKMAL18;ARL_SACHMERKMAL18
ARL_SACHMERKMAL19;ARL_SACHMERKMAL19
ARL_LEISTUNGSTYP;ARL_LEISTUNGSTYP
ARL_DESSINCODE;ARL_DESSINCODE
ARL_DESSINART;ARL_DESSINART
ARL_DESSINRAPPORT;ARL_DESSINRAPPORT
ARL_DESSINREIHEN;ARL_DESSINREIHEN
ARL_KOSTENTR_KOSTENSTAMMNR;ARL_KOSTENTR_KOSTENSTAMMNR
ARL_DESSINCOUPANZAHL;ARL_DESSINCOUPANZAHL
ARL_DESSINSCHWUNDPROZ;ARL_DESSINSCHWUNDPROZ
ARL_DESSINID;ARL_DESSINID
ARL_SHOW_DOG;ARL_SHOW_DOG
ARL_EDIT_DOG;ARL_EDIT_DOG
ARL_MINDESTHALTBARKEIT;ARL_MINDESTHALTBARKEIT
ARL_VORGABE_FIL_FIRMENNR;ARL_VORGABE_FIL_FIRMENNR
ARL_PRODMENGE;ARL_PRODMENGE
ARL_VORGABE_LAGERPLATZ;ARL_VORGABE_LAGERPLATZ
ARL_MIN_E_PRODMENGE;ARL_MIN_E_PRODMENGE
ARL_MAX_E_PRODMENGE;ARL_MAX_E_PRODMENGE
ARL_ZEILENVERRECHTYP;ARL_ZEILENVERRECHTYP
ARL_MODELLKOPFGUID;ARL_MODELLKOPFGUID
ARL_STKLISTKOPFID;ARL_STKLISTKOPFID
ARL_SACHMERKMAL21;ARL_SACHMERKMAL21
ARL_VKPREISKZ;ARL_VKPREISKZ
ARL_EPPREISKZ;ARL_EPPREISKZ
ARL_PPS_EPPREISKZ;ARL_PPS_EPPREISKZ
ARL_VORGABE_PROZESSID;ARL_VORGABE_PROZESSID
ARL_SACHMERKMAL20;ARL_SACHMERKMAL20
ARL_PRODUKTREIHE;ARL_PRODUKTREIHE
ARL_MIT_REDUKTION;ARL_MIT_REDUKTION
ARL_AUF_PROD_WES;ARL_AUF_PROD_WES
ARL_PROD_PUFFERMENGE;ARL_PROD_PUFFERMENGE
ARL_SORT;ARL_SORT
ARL_SYNC_STATUS_WWS;ARL_SYNC_STATUS_WWS
ARL_ARTIKELNRNUM;ARL_ARTIKELNRNUM
ARL_ARTIKELMATCHCODE;ARL_ARTIKELMATCHCODE
ARL_ARTIKELBEZ;ARL_ARTIKELBEZ
ARL_KOLLEKTION;ARL_KOLLEKTION
ARL_BREITE;ARL_BREITE
ARL_HOEHE;ARL_HOEHE
ARL_LAENGE;ARL_LAENGE
ARL_GEWICHT;ARL_GEWICHT
ARL_FUELLMENGE;ARL_FUELLMENGE
ARL_ARTIKELKZ;ARL_ARTIKELKZ
ARL_CHARGENKZ;ARL_CHARGENKZ
ARL_SERIENNRKZ;ARL_SERIENNRKZ
ARL_PROVISIONSKZ;ARL_PROVISIONSKZ
ARL_LAGERKZ;ARL_LAGERKZ
ARL_BESTELLVORSCHLAGKZ;ARL_BESTELLVORSCHLAGKZ
ARL_RABATTKZ;ARL_RABATTKZ
ARL_AENDERUNGSCODE;ARL_AENDERUNGSCODE
ARL_AUSDRUCKKZ;ARL_AUSDRUCKKZ
ARL_GARANTIEZEITRAUM;ARL_GARANTIEZEITRAUM
ARL_IST_VERRECHNARTIKEL;ARL_IST_VERRECHNARTIKEL
ARL_IST_GESPERRT;ARL_IST_GESPERRT
ARL_MIT_SKONTO;ARL_MIT_SKONTO
ARL_SETKZ;ARL_SETKZ
ARL_FREIGABEDATUM;ARL_FREIGABEDATUM
ARL_IST_EIGENPRODUKTION;ARL_IST_EIGENPRODUKTION
ARL_IST_DIVERS;ARL_IST_DIVERS
ARL_IST_GELOESCHT;ARL_IST_GELOESCHT
ARL_MIT_BONUS;ARL_MIT_BONUS
ARL_AUSGABEORT;ARL_AUSGABEORT
ARL_WEINSATZ_SPEICHERN;ARL_WEINSATZ_SPEICHERN
ARL_GEPL_ABGANG_BUCHEN;ARL_GEPL_ABGANG_BUCHEN
ARL_IST_SHOPARTIKEL;ARL_IST_SHOPARTIKEL
ARL_IST_PRODUKTIV;ARL_IST_PRODUKTIV
ARL_IST_STATISTIKARTIKEL;ARL_IST_STATISTIKARTIKEL
ARL_ANWESEND;ARL_ANWESEND
ARL_ERFASSENBEZUGSMONAT;ARL_ERFASSENBEZUGSMONAT
ARL_AUSDRUCK_MENGE;ARL_AUSDRUCK_MENGE
ARL_MIT_KUNDENKARTEI;ARL_MIT_KUNDENKARTEI
ARL_FREIFELDD;ARL_FREIFELDD
ARL_FREIFELDB1;ARL_FREIFELDB1
ARL_FREIFELDB2;ARL_FREIFELDB2
ARL_FREIFELDB3;ARL_FREIFELDB3
ARL_FREIFELDB4;ARL_FREIFELDB4
ARL_FREIFELDB5;ARL_FREIFELDB5
ARL_FREIFELDA1;ARL_FREIFELDA1
ARL_FREIFELDA2;ARL_FREIFELDA2
ARL_FREIFELDA3;ARL_FREIFELDA3
ARL_FREIFELDA4;ARL_FREIFELDA4
ARL_FREIFELDN1;ARL_FREIFELDN1
ARL_EINHEITENTABNR;ARL_EINHEITENTABNR
ARL_SAISONNR;ARL_SAISONNR
ARL_FOTONR;ARL_FOTONR
ARL_FOLGE_ARTIKELNR;ARL_FOLGE_ARTIKELNR
ARL_VERLEIH_TM_ARTIKELNR;ARL_VERLEIH_TM_ARTIKELNR
ARL_VERLEIH_GM_ARTIKELNR;ARL_VERLEIH_GM_ARTIKELNR
ARL_GROESSENTABNR;ARL_GROESSENTABNR
ARL_FARBENTABNR;ARL_FARBENTABNR
ARL_POSTITNR;ARL_POSTITNR
ARL_FARBCODETABNR;ARL_FARBCODETABNR
ARL_FARBCODENR;ARL_FARBCODENR
ARL_VORGABE_LAGERNR;ARL_VORGABE_LAGERNR
ARL_WARENHAUPTGRNR;ARL_WARENHAUPTGRNR
ARL_WARENUNTERGRNR;ARL_WARENUNTERGRNR
ARL_PACKSTOFFTABNR;ARL_PACKSTOFFTABNR
ARL_KOSTENST_KOSTENSTAMMNR;ARL_KOSTENST_KOSTENSTAMMNR
ARL_PRODMENGE_EINHEITKBEZ;ARL_PRODMENGE_EINHEITKBEZ
ARL_FIL_FIRMENNR;ARL_FIL_FIRMENNR
ARL_KONTENTABNR;ARL_KONTENTABNR
ARL_STEUERTABNR;ARL_STEUERTABNR
ARL_GEFAHRENGUTNR;ARL_GEFAHRENGUTNR
ARL_PREISHAUPTGRNR;ARL_PREISHAUPTGRNR
ARL_PREISUNTERGRNR;ARL_PREISUNTERGRNR
ARL_INTRASTATWVNR;ARL_INTRASTATWVNR
ARL_GRUNDEINHEITKBEZ;ARL_GRUNDEINHEITKBEZ
ARL_MIT_KOMMISSIONIERUNG;ARL_MIT_KOMMISSIONIERUNG
ARL_FREIFELDA5;ARL_FREIFELDA5
ARL_FREIFELDN2;ARL_FREIFELDN2
ARL_FREIFELDNK3;ARL_FREIFELDNK3
ARL_FREIFELDNK4;ARL_FREIFELDNK4
ARL_ISTVERRECHENBAR;ARL_ISTVERRECHENBAR
ARL_ISTSCHNELLERFASSUNG;ARL_ISTSCHNELLERFASSUNG
ARL_ABT_KOSTENSTAMMNR;ARL_ABT_KOSTENSTAMMNR
ARL_DIM_KOSTENSTAMMNR;ARL_DIM_KOSTENSTAMMNR
ARL_GBR_KOSTENSTAMMNR;ARL_GBR_KOSTENSTAMMNR
ARL_AUF_ANGEBOT_DRUCKEN;ARL_AUF_ANGEBOT_DRUCKEN
ARL_FRACHT_BERECHTIGT;ARL_FRACHT_BERECHTIGT
ARL_IST_TRANSPORTTYP;ARL_IST_TRANSPORTTYP
ARL_RABATTKZ_EK;ARL_RABATTKZ_EK
ARL_DAZ_DAZID;ARL_DAZ_DAZID
ARL_DAZ_UPDATE_TIMESTAMP;ARL_DAZ_UPDATE_TIMESTAMP
ARL_DAZ_UPDATE_USER;ARL_DAZ_UPDATE_USER
ARL_PROJEKTEINGABEKZ;ARL_PROJEKTEINGABEKZ
ARL_LAG_EINSTPREIS_ERMKZ;ARL_LAG_EINSTPREIS_ERMKZ
ARL_DESSIN_FARBE;ARL_DESSIN_FARBE
ARL_EINKPREISEINHEITKBEZ;ARL_EINKPREISEINHEITKBEZ
ARL_QUALITAETSKONTROLLE;ARL_QUALITAETSKONTROLLE
ARL_ZBA_FIRMENNR;ARL_ZBA_FIRMENNR
ARL_ZBUCHARTNR;ARL_ZBUCHARTNR
ARL_PROJEKTARTIKEL;ARL_PROJEKTARTIKEL
ARL_GUTSCHEIN;ARL_GUTSCHEIN
ARL_STBGEBV_PARAGRAPH;ARL_STBGEBV_PARAGRAPH
ARL_STBGEBV_TABELLE;ARL_STBGEBV_TABELLE
ARL_STBGEBV_BERECHART;ARL_STBGEBV_BERECHART
ARL_STBGEBV_MINZAEHLER;ARL_STBGEBV_MINZAEHLER
ARL_STBGEBV_MINNENNER;ARL_STBGEBV_MINNENNER
ARL_STBGEBV_MAXZAEHLER;ARL_STBGEBV_MAXZAEHLER
ARL_STBGEBV_MAXNENNER;ARL_STBGEBV_MAXNENNER
ARL_STBGEBV_MINGSTWERT;ARL_STBGEBV_MINGSTWERT
ARL_STBGEBV_MINGEBWERT;ARL_STBGEBV_MINGEBWERT
ARL_STBGEBV_MAXGEBWERT;ARL_STBGEBV_MAXGEBWERT
ARL_SPESENAUFTEILUNG;ARL_SPESENAUFTEILUNG
ARL_SET_VERARBKZ;ARL_SET_VERARBKZ
ARL_TEILEART;ARL_TEILEART
ARL_ETIKETTENCODE;ARL_ETIKETTENCODE
ARL_HALTBARKEITSDATUM_ERF;ARL_HALTBARKEITSDATUM_ERF
ARL_URSPR_LANDNR;ARL_URSPR_LANDNR
ARL_MENGENKZ;ARL_MENGENKZ
ARL_STBGEBV_PRAXISZAEHLER;ARL_STBGEBV_PRAXISZAEHLER
ARL_STBGEBV_PRAXISNENNER;ARL_STBGEBV_PRAXISNENNER
ARL_VKPREISKONTROLLE_KZ;ARL_VKPREISKONTROLLE_KZ
ARL_VKPREISKONTROLLE_ART;ARL_VKPREISKONTROLLE_ART
ARL_MAXIMALRABATT;ARL_MAXIMALRABATT
ARL_MINDESTDB;ARL_MINDESTDB
ARL_BMDWVNR;ARL_BMDWVNR
ARL_MITSONDERAUSDRUCKFORM;ARL_MITSONDERAUSDRUCKFORM
ARL_ISTARAARTIKEL;ARL_ISTARAARTIKEL
ARL_LAGERUNTERSCHREITUNG;ARL_LAGERUNTERSCHREITUNG
ARL_VORGABEPREISPER;ARL_VORGABEPREISPER
ARL_FREIFELDB6;ARL_FREIFELDB6
ARL_VKWERTAUFTEILUNG;ARL_VKWERTAUFTEILUNG
ARL_EINHEITKBEZ_LBH;ARL_EINHEITKBEZ_LBH
ARL_IST_KUNDENWARTARTIKEL;ARL_IST_KUNDENWARTARTIKEL
ARL_IST_GEGENSTANDSWERT;ARL_IST_GEGENSTANDSWERT
ARL_VPIERHOEHUNG;ARL_VPIERHOEHUNG
ARL_RECHNUNGSFREIGABE;ARL_RECHNUNGSFREIGABE
ARL_VORWARNTAGE;ARL_VORWARNTAGE
ARL_DIREKTLIEFERUNG;ARL_DIREKTLIEFERUNG
ARL_GEFGUTGEWICHTSFAKTOR;ARL_GEFGUTGEWICHTSFAKTOR
ARL_INTRASTATPFLICHTIG;ARL_INTRASTATPFLICHTIG
ARL_FOLGEARTIKEL;ARL_FOLGEARTIKEL
ARL_WFGID;ARL_WFGID
ARL_ABGABENERMITTLUNG;ARL_ABGABENERMITTLUNG
ARL_ABGABENFAKTOR;ARL_ABGABENFAKTOR
ARL_SET_KOMMISSKZ;ARL_SET_KOMMISSKZ
ARL_PRODABG_LAG_FIRMENNR;ARL_PRODABG_LAG_FIRMENNR
ARL_PRODABG_LAGERNR;ARL_PRODABG_LAGERNR
ARL_PRODABG_LAGERPLATZ;ARL_PRODABG_LAGERPLATZ
ARL_VERPACKUNGSEINHEITKBEZ;ARL_VERPACKUNGSEINHEITKBEZ
ARL_VERPACKMG_RUNDART;ARL_VERPACKMG_RUNDART
ARL_VERPACKMG_RUNDLIMIT;ARL_VERPACKMG_RUNDLIMIT
ARL_MHDRUNDUNG;ARL_MHDRUNDUNG
ARL_CHARGENREINHEIT;ARL_CHARGENREINHEIT
ARL_MATERIALFINDUNGKZ;ARL_MATERIALFINDUNGKZ
ARL_FREIFELDNK5;ARL_FREIFELDNK5
ARL_FREIFELDNK6;ARL_FREIFELDNK6
ARL_VORWARNTAGE_EK;ARL_VORWARNTAGE_EK
ARL_IOGID;ARL_IOGID
ARL_BEARB_EK_FIRMENNR;ARL_BEARB_EK_FIRMENNR
ARL_BEARB_EK_MITARBID;ARL_BEARB_EK_MITARBID
ARL_DBPROZENT_DIVERS;ARL_DBPROZENT_DIVERS
ARL_NWPFLICHT;ARL_NWPFLICHT
ARL_BESCHAFFUNGSART;ARL_BESCHAFFUNGSART
ARL_AUF_INTAUFTRAG_DRUCKEN;ARL_AUF_INTAUFTRAG_DRUCKEN
ARL_PRODUKTLANGTEXT;ARL_PRODUKTLANGTEXT
ARL_GARANTIEZEITRAUMKZ;ARL_GARANTIEZEITRAUMKZ
ARL_LSG_FIRMENNR;ARL_LSG_FIRMENNR
ARL_LSG_LFSHAUPTGRUPPE;ARL_LSG_LFSHAUPTGRUPPE
ARL_LSG_LFSUNTERGRUPPE;ARL_LSG_LFSUNTERGRUPPE
ARL_VORG_LAG_FIRMENNR_EK;ARL_VORG_LAG_FIRMENNR_EK
ARL_VORG_LAGERNR_EK;ARL_VORG_LAGERNR_EK
ARL_VORG_LAGERPLATZ_EK;ARL_VORG_LAGERPLATZ_EK
ARL_VERRECHN_ARTIKELNR;ARL_VERRECHN_ARTIKELNR
ARL_PRD_STKLISTKOPFID;ARL_PRD_STKLISTKOPFID
ARL_ERFASSUNG_SERVICEDATEN;ARL_ERFASSUNG_SERVICEDATEN
ARL_IST_LIZENZ_HAUPTPAKET;ARL_IST_LIZENZ_HAUPTPAKET
ARL_LIZENZ_HP_FARBCODTABNR;ARL_LIZENZ_HP_FARBCODTABNR
ARL_LIZENZ_HP_FARBCODENR;ARL_LIZENZ_HP_FARBCODENR
ARL_LIZENZ_HP_REIHUNG;ARL_LIZENZ_HP_REIHUNG
ARL_ABGABENFAKTOR_EK;ARL_ABGABENFAKTOR_EK
ARL_EKPREISKZ;ARL_EKPREISKZ
ARL_GEWICHT_SPEZIFISCH;ARL_GEWICHT_SPEZIFISCH
ARL_SNR_MASKE;ARL_SNR_MASKE
ARL_SET_EZT_BESCHKZ;ARL_SET_EZT_BESCHKZ
ARL_WURID;ARL_WURID
ARL_FREIFELDA6_4000;ARL_FREIFELDA6_4000
ARL_FREIFELDA7_4000;ARL_FREIFELDA7_4000
ARL_ALKOHOLGEHALT;ARL_ALKOHOLGEHALT
ARL_ALKOHOL_VOLPROZ;ARL_ALKOHOL_VOLPROZ
ARL_GUTSCHEINAKTIONKZ;ARL_GUTSCHEINAKTIONKZ
ARL_SET_VERRECHKZ;ARL_SET_VERRECHKZ
ARL_PARAGRAPH_16_PAUSCHALE;ARL_PARAGRAPH_16_PAUSCHALE
ARL_IST_VERLEIHARTIKEL;ARL_IST_VERLEIHARTIKEL
ARL_BESCHR_AUTOOPENKZ;ARL_BESCHR_AUTOOPENKZ
ARL_DKZID;ARL_DKZID
ARL_EKPREISKZ_ABBV;ARL_EKPREISKZ_ABBV
ARL_FREIFELDA8;ARL_FREIFELDA8
ARL_FREIFELDA9;ARL_FREIFELDA9
ARL_KFG_FIRMENNR;ARL_KFG_FIRMENNR
ARL_KFG_BETRAGGRKZ;ARL_KFG_BETRAGGRKZ
ARL_MHD_TOLERANZ_TAGE;ARL_MHD_TOLERANZ_TAGE
ARL_PORTIONSGEWICHT;ARL_PORTIONSGEWICHT
ARL_KOSTEN_PERIODENAUFT;ARL_KOSTEN_PERIODENAUFT
ARL_ASDRUCK_AKTIV;ARL_ASDRUCK_AKTIV
ARL_STBGEBV_INTERVALL;ARL_STBGEBV_INTERVALL
ARL_INTRASTAT_SETKZ;ARL_INTRASTAT_SETKZ
ARL_TOUCHSCREEN_SHOW;ARL_TOUCHSCREEN_SHOW
ARL_EAG_PACKSTOFFNR;ARL_EAG_PACKSTOFFNR
ARL_RSEID;ARL_RSEID
ARL_FREIFELDA10_CL;ARL_FREIFELDA10_CL
ARL_VORG_FRB_FIRMENNR;ARL_VORG_FRB_FIRMENNR
ARL_VORG_FARBENNR;ARL_VORG_FARBENNR
ARL_VORG_GRO_FIRMENNR;ARL_VORG_GRO_FIRMENNR
ARL_VORG_GROESSENKBEZ;ARL_VORG_GROESSENKBEZ
ARL_DIFFBEST_ERLAUBT;ARL_DIFFBEST_ERLAUBT
ARL_FEAID;ARL_FEAID
ARL_MIT_PPV;ARL_MIT_PPV
ARL_VERBUCHEN_KORE;ARL_VERBUCHEN_KORE
ARL_FARBE_ZWINGEND;ARL_FARBE_ZWINGEND
ARL_GROESSE_ZWINGEND;ARL_GROESSE_ZWINGEND
ARO_APSTAMM_ID (PK);ARO_APSTAMM_ID
ARO_AROTYP (PK);ARO_AROTYP
ARO_GRENZKOSTEN;ARO_GRENZKOSTEN
ARO_VOLLKOSTEN;ARO_VOLLKOSTEN
ARO_ERLOES;ARO_ERLOES
ARO_DAUER;ARO_DAUER
ARO_AENDERUNGSDATUM;ARO_AENDERUNGSDATUM
ARO_ERSTELLDATUM;ARO_ERSTELLDATUM
ARO_ERSTELLUSER;ARO_ERSTELLUSER
ARO_LETZTERUSER;ARO_LETZTERUSER
ARS_FIRMENNR (PK);ARS_FIRMENNR
ARS_STATISTIKLFDNR (PK);ARS_STATISTIKLFDNR
ARS_FBK_SPEICHERNAME;ARS_FBK_SPEICHERNAME
ARS_GRUPPENKATEGORIE;ARS_GRUPPENKATEGORIE
ARS_DATENQUELLENKZ;ARS_DATENQUELLENKZ
ARS_STATISTIKBEZ;ARS_STATISTIKBEZ
ARS_MATCHCODE;ARS_MATCHCODE
ARS_LETZTERUSER;ARS_LETZTERUSER
ARS_AENDERUNGSDATUM;ARS_AENDERUNGSDATUM
ARS_ERSTELLDATUM;ARS_ERSTELLDATUM
ARS_ART;ARS_ART
ARS_ERSTELLUSER;ARS_ERSTELLUSER
AST_ASTATISTIKID (PK);AST_ASTATISTIKID
AST_AENDERUNGSDATUM;AST_AENDERUNGSDATUM
AST_ERSTELLDATUM;AST_ERSTELLDATUM
AST_LETZTERUSER;AST_LETZTERUSER
AST_ERSTELLUSER;AST_ERSTELLUSER
AST_HAUPT_FIRMENNR;AST_HAUPT_FIRMENNR
AST_DATENQUELLE;AST_DATENQUELLE
AST_AKTIONSSTAMMNR;AST_AKTIONSSTAMMNR
AST_VKEINSTANDSWERT11;AST_VKEINSTANDSWERT11
AST_VKEINSTANDSWERT12;AST_VKEINSTANDSWERT12
AST_VKGRATISMENGE1;AST_VKGRATISMENGE1
AST_VKGRATISMENGE2;AST_VKGRATISMENGE2
AST_VKGRATISMENGE3;AST_VKGRATISMENGE3
AST_VKGRATISMENGE4;AST_VKGRATISMENGE4
AST_VKGRATISMENGE5;AST_VKGRATISMENGE5
AST_VKGRATISMENGE6;AST_VKGRATISMENGE6
AST_VKGRATISMENGE7;AST_VKGRATISMENGE7
AST_VKGRATISMENGE8;AST_VKGRATISMENGE8
AST_VKGRATISMENGE9;AST_VKGRATISMENGE9
AST_VKGRATISMENGE10;AST_VKGRATISMENGE10
AST_VKGRATISMENGE11;AST_VKGRATISMENGE11
AST_VKGRATISMENGE12;AST_VKGRATISMENGE12
AST_FIRMENNR;AST_FIRMENNR
AST_ASTATISTIKJAHR;AST_ASTATISTIKJAHR
AST_FILIALNR;AST_FILIALNR
AST_ARTIKELNR;AST_ARTIKELNR
AST_VKMENGE1;AST_VKMENGE1
AST_VKMENGE2;AST_VKMENGE2
AST_VKMENGE3;AST_VKMENGE3
AST_VKMENGE4;AST_VKMENGE4
AST_VKMENGE5;AST_VKMENGE5
AST_VKMENGE6;AST_VKMENGE6
AST_VKMENGE7;AST_VKMENGE7
AST_VKMENGE8;AST_VKMENGE8
AST_VKMENGE9;AST_VKMENGE9
AST_VKMENGE10;AST_VKMENGE10
AST_VKMENGE11;AST_VKMENGE11
AST_VKMENGE12;AST_VKMENGE12
AST_VKUMSATZ1;AST_VKUMSATZ1
AST_VKUMSATZ2;AST_VKUMSATZ2
AST_VKUMSATZ3;AST_VKUMSATZ3
AST_VKUMSATZ4;AST_VKUMSATZ4
AST_VKUMSATZ5;AST_VKUMSATZ5
AST_VKUMSATZ6;AST_VKUMSATZ6
AST_VKUMSATZ7;AST_VKUMSATZ7
AST_VKUMSATZ8;AST_VKUMSATZ8
AST_VKUMSATZ9;AST_VKUMSATZ9
AST_VKUMSATZ10;AST_VKUMSATZ10
AST_VKUMSATZ11;AST_VKUMSATZ11
AST_VKUMSATZ12;AST_VKUMSATZ12
AST_VKEINSTANDSWERT1;AST_VKEINSTANDSWERT1
AST_VKEINSTANDSWERT2;AST_VKEINSTANDSWERT2
